airline,airlineID,source airport,source airport id,destination apirport,destination airport id,codeshare,stops,equipment
NK,0088,FLL,3533,KIN,1779,,0,319
NK,0089,FLL,3533,LAS,3877,,0,320
NK,0090,FLL,3533,LAX,3484,,0,319
NK,0091,FLL,3533,LBE,5747,,0,319
NK,0092,FLL,3533,LGA,3697,,0,320 321
NK,0093,FLL,3533,LIM,2789,,0,319
NK,0094,FLL,3533,MBJ,1780,,0,319
NK,0095,FLL,3533,MCO,3878,,0,320
NK,0096,FLL,3533,MDE,2745,,0,320
NK,0097,FLL,3533,MGA,1863,,0,320
NK,0098,FLL,3533,MYR,3515,,0,320 319
NK,0099,FLL,3533,ORD,3830,,0,320 319
NK,0100,FLL,3533,PAP,1897,,0,319
NK,0101,FLL,3533,PBG,3771,,0,320
NK,0102,FLL,3533,PTY,1871,,0,320 319
NK,0103,FLL,3533,PUJ,1760,,0,319
NK,0104,FLL,3533,SAL,1892,,0,320 319
NK,0105,FLL,3533,SAP,1772,,0,320 319
NK,0106,FLL,3533,SDQ,1762,,0,319
NK,0107,FLL,3533,SJO,1885,,0,320
NK,0108,FLL,3533,SJU,2890,,0,321 320
NK,0109,FLL,3533,STI,1764,,0,319
NK,0110,FLL,3533,STT,2883,,0,319
NK,0111,FLL,3533,SXM,2899,,0,320
NK,0112,FLL,3533,TLC,1850,,0,319
NK,0113,FLL,3533,TPA,3646,,0,319 321
NK,0114,FLL,3533,ZSA,1956,,0,319
NK,0115,GUA,1767,FLL,3533,,0,319
NK,0116,IAG,3630,FLL,3533,,0,320
NK,0117,IAG,3630,MYR,3515,,0,320
NK,0118,IAH,3550,DEN,3751,,0,320
NK,0119,IAH,3550,DTW,3645,,0,320
NK,0120,IAH,3550,LAS,3877,,0,319
NK,0121,IAH,3550,LAX,3484,,0,320
NK,0122,IAH,3550,MCO,3878,,0,320
NK,0123,IAH,3550,MSP,3858,,0,319
NK,0124,IAH,3550,ORD,3830,,0,319
NK,0125,KIN,1779,FLL,3533,,0,319
NK,0126,LAS,3877,BWI,3849,,0,320
NK,0127,LAS,3877,DEN,3751,,0,319
NK,0128,LAS,3877,DFW,3670,,0,320 319
NK,0129,LAS,3877,DTW,3645,,0,320 319
NK,0130,LAS,3877,FLL,3533,,0,320
NK,0131,LAS,3877,IAH,3550,,0,319
NK,0132,LAS,3877,LAX,3484,,0,319
NK,0133,LAS,3877,MSP,3858,,0,320
NK,0134,LAS,3877,OAK,3453,,0,319 320
NK,0135,LAS,3877,ORD,3830,,0,319 320
NK,0136,LAS,3877,PDX,3720,,0,319
NK,0137,LAS,3877,PHL,3752,,0,320
NK,0138,LAS,3877,SAN,3731,,0,320 319
NK,0139,LAX,3484,DFW,3670,,0,319
NK,0140,LAX,3484,DTW,3645,,0,320
NK,0141,LAX,3484,FLL,3533,,0,319
NK,0142,LAX,3484,IAH,3550,,0,320
NK,0143,LAX,3484,LAS,3877,,0,319
NK,0144,LAX,3484,MSP,3858,,0,319
NK,0145,LAX,3484,ORD,3830,,0,319
NK,0146,LBE,5747,FLL,3533,,0,319
NK,0147,LBE,5747,MCO,3878,,0,320
NK,0148,LBE,5747,MYR,3515,,0,320
NK,0149,LGA,3697,DFW,3670,,0,319
NK,0150,LGA,3697,DTW,3645,,0,320
NK,0151,LGA,3697,FLL,3533,,0,321 320
NK,0152,LGA,3697,MYR,3515,,0,320
NK,0153,LGA,3697,ORD,3830,,0,320
NK,0154,LIM,2789,FLL,3533,,0,319
NK,0155,MBJ,1780,FLL,3533,,0,319
NK,0156,MCO,3878,ACY,3524,,0,320
NK,0157,MCO,3878,DFW,3670,,0,320 319
NK,0158,MCO,3878,DTW,3645,,0,321 320 319
NK,0159,MCO,3878,FLL,3533,,0,319 320
NK,0160,MCO,3878,IAH,3550,,0,320
NK,0161,MCO,3878,LBE,5747,,0,320
NK,0162,MCO,3878,ORD,3830,,0,320
NK,0163,MCO,3878,SJU,2890,,0,321 320
NK,0164,MDE,2745,FLL,3533,,0,320
NK,0165,MGA,1863,FLL,3533,,0,320
NK,0166,MSP,3858,BWI,3849,,0,319
NK,0167,MSP,3858,DEN,3751,,0,319
NK,0168,MSP,3858,DFW,3670,,0,319
NK,0169,MSP,3858,IAH,3550,,0,319
NK,0170,MSP,3858,LAS,3877,,0,320
NK,0171,MSP,3858,LAX,3484,,0,319
NK,0172,MSP,3858,ORD,3830,,0,320 319
NK,0173,MSY,3861,DFW,3670,,0,319
NK,0174,MYR,3515,ACY,3524,,0,320
NK,0175,MYR,3515,BOS,3448,,0,320 319
NK,0176,MYR,3515,BWI,3849,,0,320
NK,0177,MYR,3515,CRW,4285,,0,319
NK,0178,MYR,3515,DFW,3670,,0,319
NK,0179,MYR,3515,DTW,3645,,0,320
NK,0180,MYR,3515,FLL,3533,,0,320 319
NK,0181,MYR,3515,IAG,3630,,0,320
NK,0182,MYR,3515,LBE,5747,,0,320
NK,0183,MYR,3515,LGA,3697,,0,320
NK,0184,MYR,3515,ORD,3830,,0,320
NK,0185,MYR,3515,PBG,3771,,0,320
NK,0186,MYR,3515,PHL,3752,,0,320
NK,0187,OAK,3453,DFW,3670,,0,319
NK,0188,OAK,3453,LAS,3877,,0,320 319
NK,0189,OAK,3453,ORD,3830,,0,319
NK,0190,ORD,3830,ACY,3524,,0,319
NK,0191,ORD,3830,BOS,3448,,0,319
NK,0192,ORD,3830,DEN,3751,,0,320
NK,0193,ORD,3830,DFW,3670,,0,320
NK,0194,ORD,3830,FLL,3533,,0,319 320
NK,0195,ORD,3830,IAH,3550,,0,319
NK,0196,ORD,3830,LAS,3877,,0,320 319
NK,0197,ORD,3830,LAX,3484,,0,319
NK,0198,ORD,3830,LGA,3697,,0,320
NK,0199,ORD,3830,MCO,3878,,0,320
NK,0200,ORD,3830,MSP,3858,,0,319 320
NK,0201,ORD,3830,MYR,3515,,0,320
NK,0202,ORD,3830,OAK,3453,,0,319
NK,0203,ORD,3830,RSW,3793,,0,319
NK,0204,ORD,3830,TPA,3646,,0,319
NK,0205,PAP,1897,FLL,3533,,0,319
NK,0206,PBG,3771,FLL,3533,,0,320
NK,0207,PBG,3771,MYR,3515,,0,320
NK,0208,PDX,3720,DFW,3670,,0,320
NK,0209,PDX,3720,LAS,3877,,0,319
NK,0210,PDX,3720,SAN,3731,,0,319
NK,0211,PHL,3752,DFW,3670,,0,320
NK,0212,PHL,3752,LAS,3877,,0,320
NK,0213,PHL,3752,MYR,3515,,0,320
NK,0214,PHX,3462,DEN,3751,,0,320 319
NK,0215,PHX,3462,DFW,3670,,0,320 319
NK,0216,PTY,1871,FLL,3533,,0,320 319
NK,0217,PUJ,1760,FLL,3533,,0,319
NK,0218,RSW,3793,ACY,3524,,0,319
NK,0219,RSW,3793,DTW,3645,,0,319
NK,0220,RSW,3793,ORD,3830,,0,319
NK,0221,SAL,1892,FLL,3533,,0,320 319
NK,0222,SAN,3731,DFW,3670,,0,319
NK,0223,SAN,3731,LAS,3877,,0,319 320
NK,0224,SAN,3731,PDX,3720,,0,319
NK,0225,SAN,3731,SJD,1840,,0,319
NK,0226,SAP,1772,FLL,3533,,0,320 319
NK,0227,SDQ,1762,FLL,3533,,0,319
NK,0228,SJD,1840,DFW,3670,,0,320 319
NK,0229,SJD,1840,SAN,3731,,0,319
NK,0230,SJO,1885,FLL,3533,,0,320
NK,0231,SJU,2890,FLL,3533,,0,321 320
NK,0232,SJU,2890,MCO,3878,,0,321 320
NK,0233,STI,1764,FLL,3533,,0,319
NK,0234,STT,2883,FLL,3533,,0,319
NK,0235,SXM,2899,FLL,3533,,0,320
NK,0236,TLC,1850,FLL,3533,,0,319
NK,0237,TPA,3646,ACY,3524,,0,319
NK,0238,TPA,3646,DFW,3670,,0,320
NK,0239,TPA,3646,DTW,3645,,0,319
NK,0240,TPA,3646,FLL,3533,,0,319
NK,0241,TPA,3646,ORD,3830,,0,319
NK,0242,ZSA,1956,FLL,3533,,0,319
NL,0001,AAN,5937,PEW,2219,,0,734
NL,0002,AUH,2179,ISB,2223,,0,734 320
NL,0003,AUH,2179,LHE,2207,,0,734
NL,0004,AUH,2179,PEW,2219,,0,320 734
NL,0005,DMM,2064,ISB,2223,,0,734
NL,0006,DMM,2064,LHE,2207,,0,320
NL,0007,DXB,2188,ISB,2223,,0,734
NL,0008,DXB,2188,KHI,2206,,0,320
NL,0009,DXB,2188,LHE,2207,,0,320
NL,0010,DXB,2188,MUX,2214,,0,734
NL,0011,DXB,2188,PEW,2219,,0,320
NL,0012,ISB,2223,AUH,2179,,0,734 320
NL,0013,ISB,2223,DXB,2188,,0,734
NL,0014,ISB,2223,JED,2072,,0,333
NL,0015,ISB,2223,KHI,2206,,0,320 734
NL,0016,ISB,2223,RUH,2082,,0,333
NL,0017,ISB,2223,SKZ,2227,,0,734
NL,0018,ISB,2223,UET,2221,,0,734
NL,0019,JED,2072,ISB,2223,,0,333
NL,0020,JED,2072,LHE,2207,,0,333 320
NL,0021,JED,2072,PEW,2219,,0,333
NL,0022,KHI,2206,DXB,2188,,0,320
NL,0023,KHI,2206,ISB,2223,,0,320 734
NL,0024,KHI,2206,LHE,2207,,0,734 320
NL,0025,KHI,2206,MUX,2214,,0,320 734
NL,0026,KHI,2206,PEW,2219,,0,734 320
NL,0027,KHI,2206,UET,2221,,0,734
NL,0028,KWI,2176,LHE,2207,,0,320
NL,0029,LHE,2207,AUH,2179,,0,734
NL,0030,LHE,2207,DMM,2064,,0,320
NL,0031,LHE,2207,DXB,2188,,0,320
NL,0032,LHE,2207,JED,2072,,0,333 320
NL,0033,LHE,2207,KHI,2206,,0,734 320
NL,0034,LHE,2207,KWI,2176,,0,320
NL,0035,LHE,2207,MCT,2194,,0,320 734 333
NL,0036,LHE,2207,MHD,4331,,0,320
NL,0037,LHE,2207,RUH,2082,,0,333
NL,0038,LHE,2207,UET,2221,,0,734
NL,0039,MCT,2194,LHE,2207,,0,320 734 333
NL,0040,MCT,2194,PEW,2219,,0,320
NL,0041,MCT,2194,SKT,6776,,0,320
NL,0042,MED,2074,MUX,2214,,0,320
NL,0043,MHD,4331,LHE,2207,,0,320
NL,0044,MUX,2214,DXB,2188,,0,734
NL,0045,MUX,2214,KHI,2206,,0,320 734
NL,0046,MUX,2214,MED,2074,,0,320
NL,0047,PEW,2219,AAN,5937,,0,734
NL,0048,PEW,2219,AUH,2179,,0,734 320
NL,0049,PEW,2219,DXB,2188,,0,320
NL,0050,PEW,2219,JED,2072,,0,333
NL,0051,PEW,2219,KHI,2206,,0,320 734
NL,0052,PEW,2219,MCT,2194,,0,320
NL,0053,PEW,2219,RUH,2082,,0,320 333
NL,0054,PEW,2219,SHJ,2191,,0,734
NL,0055,RUH,2082,ISB,2223,,0,333
NL,0056,RUH,2082,LHE,2207,,0,333
NL,0057,RUH,2082,PEW,2219,,0,320 333
NL,0058,SHJ,2191,PEW,2219,,0,734
NL,0059,SHJ,2191,SKT,6776,,0,734
NL,0060,SKT,6776,SHJ,2191,,0,734
NL,0061,SKZ,2227,ISB,2223,,0,734
NL,0062,UET,2221,ISB,2223,,0,734
NL,0063,UET,2221,KHI,2206,,0,734
NL,0064,UET,2221,LHE,2207,,0,734
NP,0001,CAI,1128,ELQ,2067,,0,320
NP,0002,CAI,1128,JED,2072,,0,320
NP,0003,CAI,1128,TIF,2090,,0,320
NP,0004,CAI,1128,TUU,2089,,0,320
NP,0005,CAI,1128,YNB,2096,,0,320
NP,0006,ELQ,2067,CAI,1128,,0,320
NP,0007,HBE,3410,ELQ,2067,,0,320
NP,0008,HBE,3410,JED,2072,,0,320
NP,0009,HBE,3410,KWI,2176,,0,320
NP,0010,HBE,3410,YNB,2096,,0,320
NP,0011,JED,2072,CAI,1128,,0,320
NP,0012,JED,2072,HBE,3410,,0,320
NP,0013,KWI,2176,HBE,3410,,0,320
NP,0014,TIF,2090,CAI,1128,,0,320
NP,0015,TUU,2089,CAI,1128,,0,320
NP,0016,YNB,2096,CAI,1128,,0,320
NS,0001,CAN,3370,SJW,6347,,0,73G
NS,0002,CGO,3375,TSN,3368,,0,738
NS,0003,CGO,3375,WNZ,6392,,0,738
NS,0004,CKG,3393,NNG,3373,,0,E90
NS,0005,CKG,3393,SJW,6347,,0,E90
NS,0006,CKG,3393,WNZ,6392,,0,738
NS,0007,CSX,3371,KWE,3394,,0,738
NS,0008,CSX,3371,WNZ,6392,,0,738
NS,0009,CTU,3395,SJW,6347,,0,73G
NS,0010,FOC,3385,NKG,3388,,0,E90
NS,0011,HAK,4120,NNG,3373,,0,738
NS,0012,HAK,4120,WNZ,6392,,0,738
NS,0013,HGH,3386,SJW,6347,,0,E90 73G
NS,0014,HGH,3386,SYX,4030,,0,E90
NS,0015,JJN,6386,NKG,3388,,0,E90
NS,0016,KMG,3382,SJW,6347,,0,73G
NS,0017,KWE,3394,CSX,3371,,0,738
NS,0018,KWL,3372,XIY,3379,,0,E90
NS,0019,MIG,6400,XIY,3379,,0,E90
NS,0020,NGB,3387,SJW,6347,,0,E90
NS,0021,NGB,3387,ZUH,6355,,0,E90
NS,0022,NKG,3388,FOC,3385,,0,E90
NS,0023,NKG,3388,JJN,6386,,0,E90
NS,0024,NKG,3388,SJW,6347,,0,73G E90
NS,0025,NKG,3388,XMN,3383,,0,73G
NS,0026,NNG,3373,CKG,3393,,0,E90
NS,0027,NNG,3373,HAK,4120,,0,738
NS,0028,SHA,3391,SJW,6347,,0,E90
NS,0029,SHP,6429,SJW,6347,,0,E90
NS,0030,SHP,6429,TAO,3390,,0,E90
NS,0031,SJW,6347,CAN,3370,,0,73G
NS,0032,SJW,6347,CKG,3393,,0,E90
NS,0033,SJW,6347,CTU,3395,,0,73G
NS,0034,SJW,6347,HGH,3386,,0,E90 73G
NS,0035,SJW,6347,KMG,3382,,0,73G
NS,0036,SJW,6347,NGB,3387,,0,E90
NS,0037,SJW,6347,NKG,3388,,0,73G E90
NS,0038,SJW,6347,SHA,3391,,0,E90
NS,0039,SJW,6347,SHP,6429,,0,E90
NS,0040,SJW,6347,SZX,3374,,0,73G
NS,0041,SJW,6347,WNZ,6392,,0,738
NS,0042,SJW,6347,XIY,3379,,0,E90
NS,0043,SJW,6347,ZQZ,10940,,0,E90
NS,0044,SYX,4030,HGH,3386,,0,E90
NS,0045,SZX,3374,SJW,6347,,0,73G
NS,0046,TAO,3390,SHP,6429,,0,E90
NS,0047,TSN,3368,CGO,3375,,0,738
NS,0048,WNZ,6392,CGO,3375,,0,738
NS,0049,WNZ,6392,CKG,3393,,0,738
NS,0050,WNZ,6392,CSX,3371,,0,738
NS,0051,WNZ,6392,HAK,4120,,0,738
NS,0052,WNZ,6392,SJW,6347,,0,738
NS,0053,WNZ,6392,WUH,3376,,0,73G
NS,0054,WNZ,6392,XIY,3379,,0,73G
NS,0055,WUH,3376,WNZ,6392,,0,73G
NS,0056,XIY,3379,KWL,3372,,0,E90
NS,0057,XIY,3379,MIG,6400,,0,E90
NS,0058,XIY,3379,SJW,6347,,0,E90
NS,0059,XIY,3379,WNZ,6392,,0,73G
NS,0060,XMN,3383,NKG,3388,,0,73G
NS,0061,ZQZ,10940,SJW,6347,,0,E90
NS,0062,ZUH,6355,NGB,3387,,0,E90
NT,0001,ACE,1055,LPA,1054,,0,CR9 AT7
NT,0002,ACE,1055,TFN,1057,,0,AT7
NT,0003,AGA,1064,LPA,1054,Y,0,AT7
NT,0004,BJL,1050,LPA,1054,Y,0,CR9
NT,0005,CMN,1074,LPA,1054,Y,0,AT7
NT,0006,DKR,1084,LPA,1054,,0,CR9
NT,0007,DKR,1084,TFN,1057,,0,CR9
NT,0008,EUN,5672,LPA,1054,Y,0,AT7
NT,0009,FNC,4091,LPA,1054,,0,DH4
NT,0010,FNC,4091,PDL,1633,,0,DH4
NT,0011,FUE,1051,LPA,1054,,0,AT7
NT,0012,FUE,1051,TFN,1057,,0,AT7
NT,0013,GMZ,5659,TFN,1057,Y,0,AT7
NT,0014,LIS,1638,LPA,1054,Y,0,CR9
NT,0015,LPA,1054,ACE,1055,,0,CR9 AT7
NT,0016,LPA,1054,AGA,1064,Y,0,AT7
NT,0017,LPA,1054,BJL,1050,Y,0,CR9
NT,0018,LPA,1054,CMN,1074,Y,0,AT7
NT,0019,LPA,1054,DKR,1084,,0,CR9
NT,0020,LPA,1054,EUN,5672,Y,0,AT7
NT,0021,LPA,1054,FNC,4091,,0,DH4
NT,0022,LPA,1054,FUE,1051,,0,AT7
NT,0023,LPA,1054,LIS,1638,Y,0,CR9
NT,0024,LPA,1054,RAI,5674,Y,0,CR9
NT,0025,LPA,1054,RAK,1075,Y,0,CR9
NT,0026,LPA,1054,SPC,1053,,0,AT7
NT,0027,LPA,1054,TFN,1057,,0,AT7
NT,0028,LPA,1054,TFS,1056,,0,AT7
NT,0029,LPA,1054,VDE,1052,,0,AT7
NT,0030,PDL,1633,FNC,4091,,0,DH4
NT,0031,RAI,5674,LPA,1054,Y,0,CR9
NT,0032,RAK,1075,LPA,1054,Y,0,CR9
NT,0033,SPC,1053,LPA,1054,,0,AT7
NT,0034,SPC,1053,TFN,1057,,0,AT7
NT,0035,TFN,1057,ACE,1055,,0,AT7
NT,0036,TFN,1057,DKR,1084,,0,CR9
NT,0037,TFN,1057,FUE,1051,,0,AT7
NT,0038,TFN,1057,GMZ,5659,Y,0,AT7
NT,0039,TFN,1057,LPA,1054,,0,AT7 CR9
NT,0040,TFN,1057,SPC,1053,,0,AT7
NT,0041,TFN,1057,VDE,1052,,0,AT7
NT,0042,TFS,1056,LPA,1054,,0,AT7
NT,0043,TFS,1056,VDE,1052,,0,AT7
NT,0044,VDE,1052,LPA,1054,,0,AT7
NT,0045,VDE,1052,TFN,1057,,0,AT7
NT,0046,VDE,1052,TFS,1056,,0,AT7
NU,0001,FUK,2305,OKA,2384,,0,734
NU,0002,HND,2359,ISG,2387,,0,734
NU,0003,HND,2359,MMY,2390,,0,734
NU,0004,ISG,2387,HND,2359,,0,734
NU,0005,ISG,2387,KIX,3992,,0,734
NU,0006,ISG,2387,OKA,2384,,0,734
NU,0007,KIX,3992,ISG,2387,,0,734
NU,0008,KIX,3992,OKA,2384,,0,734
NU,0009,KMQ,2322,OKA,2384,,0,734
NU,0010,MMY,2390,HND,2359,,0,734
NU,0011,MMY,2390,OKA,2384,,0,734
NU,0012,NGO,3942,OKA,2384,,0,734
NU,0013,OKA,2384,FUK,2305,,0,734
NU,0014,OKA,2384,ISG,2387,,0,734
NU,0015,OKA,2384,KIX,3992,,0,734
NU,0016,OKA,2384,KMQ,2322,,0,734
NU,0017,OKA,2384,MMY,2390,,0,734
NU,0018,OKA,2384,NGO,3942,,0,734
NU,0019,OKA,2384,OKJ,2327,,0,734
NU,0020,OKA,2384,UEO,2388,,0,734
NU,0021,OKJ,2327,OKA,2384,,0,734
NU,0022,UEO,2388,OKA,2384,,0,734
NX,0001,BKK,3885,MFM,3121,,0,319 321 320
NX,0002,CGO,3375,MFM,3121,,0,320 319
NX,0003,CKG,3393,MFM,3121,,0,319 320
NX,0004,CTU,3395,MFM,3121,,0,321 320
NX,0005,DAD,3196,MFM,3121,,0,319
NX,0006,FUK,2305,MFM,3121,,0,321
NX,0007,HAN,3199,MFM,3121,,0,319
NX,0008,HFE,3389,MFM,3121,,0,320 321
NX,0009,HGH,3386,MFM,3121,,0,321 320 319
NX,0010,ICN,3930,MFM,3121,,0,321 319 320
NX,0011,KHH,2264,MFM,3121,,0,320 319
NX,0012,KIX,3992,MFM,3121,,0,319
NX,0013,MFM,3121,BKK,3885,,0,321 320
NX,0014,MFM,3121,CGO,3375,,0,320 319
NX,0015,MFM,3121,CKG,3393,,0,319 320
NX,0016,MFM,3121,CTU,3395,,0,321 320
NX,0017,MFM,3121,DAD,3196,,0,319
NX,0018,MFM,3121,FUK,2305,,0,321
NX,0019,MFM,3121,HAN,3199,,0,319
NX,0020,MFM,3121,HFE,3389,,0,320 321
NX,0021,MFM,3121,HGH,3386,,0,321 320 319
NX,0022,MFM,3121,ICN,3930,,0,321 319 320
NX,0023,MFM,3121,KHH,2264,,0,319 320
NX,0024,MFM,3121,KIX,3992,,0,319
NX,0025,MFM,3121,MNL,2397,Y,0,320
NX,0026,MFM,3121,MWX,4189,,0,320
NX,0027,MFM,3121,NGB,3387,,0,320 319
NX,0028,MFM,3121,NKG,3388,,0,321
NX,0029,MFM,3121,NNG,3373,,0,319 320 321
NX,0030,MFM,3121,NRT,2279,,0,321 320 319
NX,0031,MFM,3121,OKJ,2327,,0,321
NX,0032,MFM,3121,PEK,3364,,0,320 321 319
NX,0033,MFM,3121,PUS,2372,,0,320
NX,0034,MFM,3121,PVG,3406,,0,321
NX,0035,MFM,3121,SHA,3391,,0,321 320 319
NX,0036,MFM,3121,SHE,4144,,0,319
NX,0037,MFM,3121,TPE,2276,,0,319 320 321
NX,0038,MFM,3121,TYN,3369,,0,320 319
NX,0039,MFM,3121,WUH,3376,Y,0,320
NX,0040,MFM,3121,XMN,3383,,0,319 321
NX,0041,MNL,2397,MFM,3121,Y,0,320
NX,0042,MWX,4189,MFM,3121,,0,320
NX,0043,NGB,3387,MFM,3121,,0,320 319
NX,0044,NKG,3388,MFM,3121,,0,321
NX,0045,NNG,3373,MFM,3121,,0,319 320 321
NX,0046,NRT,2279,MFM,3121,,0,321 320 319
NX,0047,OKJ,2327,MFM,3121,,0,321
NX,0048,PEK,3364,MFM,3121,,0,321 320 319
NX,0049,PUS,2372,MFM,3121,,0,320
NX,0050,PVG,3406,MFM,3121,,0,321
NX,0051,SHA,3391,MFM,3121,,0,321 320 319
NX,0052,SHE,4144,MFM,3121,,0,319
NX,0053,TPE,2276,MFM,3121,,0,321 319 320
NX,0054,TYN,3369,MFM,3121,,0,320 319
NX,0055,WUH,3376,MFM,3121,Y,0,320
NX,0056,XMN,3383,MFM,3121,,0,319 321
NY,0001,AEY,11,RKV,18,,0,F50 DH8
NY,0002,EGS,12,RKV,18,,0,F50 DH8
NY,0003,GOH,8,RKV,18,,0,DH8
NY,0004,IFJ,15,RKV,18,,0,DH8
NY,0005,KUS,4248,RKV,18,,0,DH8
NY,0006,RKV,18,AEY,11,,0,F50 DH8
NY,0007,RKV,18,EGS,12,,0,F50 DH8
NY,0008,RKV,18,GOH,8,,0,DH8
NY,0009,RKV,18,IFJ,15,,0,DH8
NY,0010,RKV,18,KUS,4248,,0,DH8
NZ,0001,ADL,3341,AKL,2006,,0,320
NZ,0002,AIT,1958,RAR,1959,Y,0,SF3
NZ,0003,AKL,2006,ADL,3341,,0,320
NZ,0004,AKL,2006,APW,1969,,0,320 763
NZ,0005,AKL,2006,BHE,2037,Y,0,DH3 BEH
NZ,0006,AKL,2006,BNE,3320,,0,772 773 320 763
NZ,0007,AKL,2006,CHC,2009,,0,320 733
NZ,0008,AKL,2006,CNS,3322,,0,320
NZ,0009,AKL,2006,DUD,2011,,0,320
NZ,0010,AKL,2006,GIS,2012,Y,0,DH3 BEH
NZ,0011,AKL,2006,HKG,3077,,0,772
NZ,0012,AKL,2006,HLZ,2015,Y,0,BEH
NZ,0013,AKL,2006,KAT,2018,Y,0,BEH
NZ,0014,AKL,2006,KKE,2017,Y,0,BEH DH3
NZ,0015,AKL,2006,LAX,3484,,0,772 773
NZ,0016,AKL,2006,MEL,3339,,0,773 320
NZ,0017,AKL,2006,NAN,1960,,0,320 763 772 773
NZ,0018,AKL,2006,NOU,2005,Y,0,320
NZ,0019,AKL,2006,NPE,4095,Y,0,AT7 DH3
NZ,0020,AKL,2006,NPL,2023,Y,0,AT7 DH3
NZ,0021,AKL,2006,NRT,2279,,0,763 772
NZ,0022,AKL,2006,NSN,2024,Y,0,AT7 DH3
NZ,0023,AKL,2006,OOL,3321,,0,320
NZ,0024,AKL,2006,PER,3351,,0,772
NZ,0025,AKL,2006,PMR,2028,Y,0,AT7 DH3
NZ,0026,AKL,2006,PPQ,2029,Y,0,DH3
NZ,0027,AKL,2006,PPT,4075,,0,763
NZ,0028,AKL,2006,PVG,3406,,0,763 772
NZ,0029,AKL,2006,RAR,1959,,0,320 772 763
NZ,0030,AKL,2006,ROT,2031,Y,0,DH3 BEH
NZ,0031,AKL,2006,SFO,3469,,0,772 744
NZ,0032,AKL,2006,SYD,3361,,0,763 320 772
NZ,0033,AKL,2006,TBU,1963,,0,320 763
NZ,0034,AKL,2006,TRG,2034,Y,0,DH3 BEH AT7
NZ,0035,AKL,2006,TUO,2007,Y,0,BEH
NZ,0036,AKL,2006,VLI,1997,,0,320
NZ,0037,AKL,2006,WAG,2047,Y,0,BEH
NZ,0038,AKL,2006,WHK,2041,Y,0,BEH
NZ,0039,AKL,2006,WLG,2042,,0,733 320
NZ,0040,AKL,2006,WRE,2045,Y,0,DH3 BEH
NZ,0041,AKL,2006,ZQN,2030,,0,320
NZ,0042,ALH,6235,PER,3351,Y,0,F50
NZ,0043,APW,1969,AKL,2006,,0,320 763
NZ,0044,ATL,3682,SFO,3469,Y,0,738
NZ,0045,AUH,2179,SIN,3316,Y,0,332
NZ,0046,BHE,2037,AKL,2006,Y,0,DH3 BEH
NZ,0047,BHE,2037,CHC,2009,Y,0,BEH
NZ,0048,BHE,2037,WLG,2042,Y,0,DH3 BEH
NZ,0049,BNE,3320,AKL,2006,,0,773 772 320 763
NZ,0050,BNE,3320,CHC,2009,,0,320
NZ,0051,BNE,3320,CNJ,6255,Y,0,E90
NZ,0052,BNE,3320,DUD,2011,Y,0,73H
NZ,0053,BNE,3320,NLK,3359,,0,320
NZ,0054,BNE,3320,SIN,3316,Y,0,332
NZ,0055,BNE,3320,WLG,2042,Y,0,73H
NZ,0056,BNE,3320,ZQN,2030,Y,0,73H
NZ,0057,BQB,9090,PER,3351,Y,0,F50
NZ,0058,CHC,2009,AKL,2006,,0,320 733
NZ,0059,CHC,2009,BHE,2037,Y,0,BEH
NZ,0060,CHC,2009,BNE,3320,,0,320
NZ,0061,CHC,2009,DUD,2011,Y,0,AT7 DH3
NZ,0062,CHC,2009,HKK,2014,Y,0,BEH DH3
NZ,0063,CHC,2009,HLZ,2015,Y,0,DH3 AT7
NZ,0064,CHC,2009,IVC,2025,Y,0,AT7 DH3
NZ,0065,CHC,2009,MEL,3339,,0,320
NZ,0066,CHC,2009,NPE,4095,Y,0,DH3
NZ,0067,CHC,2009,NPL,2023,Y,0,DH3
NZ,0068,CHC,2009,NSN,2024,Y,0,DH3
NZ,0069,CHC,2009,OOL,3321,,0,320
NZ,0070,CHC,2009,PMR,2028,Y,0,DH3 AT7
NZ,0071,CHC,2009,PPQ,2029,Y,0,DH3
NZ,0072,CHC,2009,ROT,2031,Y,0,AT7
NZ,0073,CHC,2009,SYD,3361,,0,320
NZ,0074,CHC,2009,TRG,2034,Y,0,DH3
NZ,0075,CHC,2009,WLG,2042,,0,320 733 DH3
NZ,0076,CHC,2009,ZQN,2030,,0,320
NZ,0077,CNJ,6255,BNE,3320,Y,0,E90
NZ,0078,CNS,3322,AKL,2006,,0,320
NZ,0079,DCN,9905,PER,3351,Y,0,320 100
NZ,0080,DUD,2011,AKL,2006,,0,320
NZ,0081,DUD,2011,CHC,2009,Y,0,AT7 DH3
NZ,0082,DUD,2011,WLG,2042,,0,320 733
NZ,0083,EPR,6266,PER,3351,Y,0,F50
NZ,0084,FRA,340,SFO,3469,Y,0,744
NZ,0085,GDL,1804,LAX,3484,Y,0,319
NZ,0086,GDL,1804,SFO,3469,Y,0,319 738
NZ,0087,GET,6268,PER,3351,Y,0,F50 100
NZ,0088,GIS,2012,AKL,2006,Y,0,DH3 BEH
NZ,0089,GIS,2012,WLG,2042,Y,0,BEH
NZ,0090,HKG,3077,AKL,2006,,0,772
NZ,0091,HKK,2014,CHC,2009,Y,0,BEH DH3
NZ,0092,HLZ,2015,AKL,2006,Y,0,BEH
